Title,Oscar Status,Globes Status,Decade Released,Runtime (minutes),Box Office,Genre,Sub-Genre,Studio,Rotten Tomatoes (out of 100),IMDb (out of 100),Metacritic (out of 100),Director,Starring,Release Date,Budget,Domestic Gross,Worldwide Gross,Total Gross,Net Gross,remake,Cast Strength,Director Strength,Total Status,total score
Patriots Day,0,0,2010-2019,133,50548152,"Crime, Thriller","Police & Detectives, Crime Thriller",Lionsgate,80,740,69,Peter Berg,"Mark Wahlberg, John Goodman, J.K. Simmons, Kevin Bacon, Michelle Monaghan, Alex Wolff, Themo Melikidze, Michael Beach",12/21/2016,400000000,318863610,528379890,847243500,447243500,0,3,0,0,223
Into the Wild,0,0,2000-2009,148,56255142,Drama,BioPic & True Story,Paramount Pictures,83,810,73,Sean Penn,"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Brian H. Dierker, Catherine Keener, Vince Vaughn, Kristen Stewart",9/21/2007,200000000,183543560,568229600,751773160,551773160,0,3,0,0,237
Ghostbusters: Afterlife,0,0,2020-2029,105,,Sci-Fi,"Action Comedy, Sequel","Sony Pictures, Columbia Pictures, BRON",,,,Jason Reitman,"Finn Wolfhard, Mckenna Grace, Paul Rudd, Carrie Coon, Sigourney Weaver, Bill Murray, Dan Aykroyd, Ernie Hudson",11/18/2021,750000000,1293605750,2035401770,3329007520,2579007520,0,3,2,0,
Seven Psychopaths,0,0,2010-2019,110,33035736,Crime,Dark Comedy,CBS Films,82,720,66,Martin McDonagh,"Colin Farrell, Sam Rockwell, Woody Harrelson, Christopher Walken, Olga Kurylenko, Tom Waits, Abbie Cornish, Michael Stuhlbarg",10/12/2012,135000000,150240490,330357360,480597850,345597850,0,3,0,0,220
Alice Through the Looking Glass,0,0,2010-2019,113,299457024,Fantasy,"Kids & Family, Sequel",Disney,29,620,34,James Bobin,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Alan Rickman, Michael Sheen, Sacha Baron Cohen, Andrew Scott",5/20/2016,1700000000,770423810,2769281120,3539704930,1839704930,0,3,0,0,125
We Need to Talk About Kevin,0,0,2010-2019,113,10765283,Drama,Mystery & Suspense,Oscilloscope Laboratories,75,750,68,Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell, Rock Duer, Ashley Gerasimovich, Siobhan Fallon Hogan, Alex Manette",1/13/2012,70000000,17386920,107652830,125039750,55039750,0,3,0,0,218
Nixon,0,0,1990-1999,192,13681765,Drama,BioPic & True Story,"Disney, Buena Vista Pictures",74,710,66,Oliver Stone,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris, Bob Hoskins, E.G. Marshall, David Paymer, David Hyde Pierce",12/20/1995,450000000,136682490,346682490,483364980,33364980,0,3,5,0,211
The Bone Collector,0,0,1990-1999,118,151493655,Mystery,,Universal Pictures,28,670,45,Phillip Noyce,"Denzel Washington, Angelina Jolie, Queen Latifah, Michael Rooker, Michael McGlone, Luis Guzmán, Leland Orser, John Benjamin Hickey",11/5/1999,480000000,664880900,1514630900,2179511800,1699511800,0,3,0,0,140
The Descendants,1,2,2010-2019,115,177243185,Drama,Family Dynamics,Searchlight Pictures,88,730,84,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause, Robert Forster, Judy Greer, Beau Bridges, Matthew Lillard",11/16/2011,200000000,826249610,1755078000,2581327610,2381327610,0,3,1,3,245
The Firm,0,0,1990-1999,154,270248367,Crime,Courtroom & Legal,Paramount Pictures,75,680,58,Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook, Terry Kinney, Wilford Brimley, Ed Harris, Holly Hunter",6/30/1993,420000000,1583408920,2703408920,4286817840,3866817840,0,3,1,0,201
The Princess Diaries 2: Royal Engagement,0,0,2000-2009,113,95149435,"Drama, Romance","Kids & Family, Sequel",Disney,26,580,43,Garry Marshall,"Anne Hathaway, Julie Andrews, Héctor Elizondo, John Rhys-Davies, Heather Matarazzo, Chris Pine, Callum Blue, Larry Miller",8/11/2004,450000000,951494350,1347134350,2298628700,1848628700,0,3,0,0,127
Dune (1984),0,0,1980-1989,137,30925690,Sci-Fi,Space,Universal Pictures,,,,David Lynch,"Kyle MacLachlan, Francesca Annis, Patrick Stewart, Linda Hunt, José Ferrer, Leonardo Cimino, Freddie Jones, Brad Dourif",9/15/2021,1650000000,1099878300,4299418530,5399296830,3749296830,1,3,2,0,
"New York, New York",0,0,1970-1979,163,16400000,"Musical, Romance","Romantic Drama, Dance & Music",MGM Studios,63,670,64,Martin Scorsese,"Liza Minnelli, Robert De Niro, Lionel Stander, Barry Primus, Dick Miller, Mary Kay Place, Shera Danese, Frank Sivero",6/22/1977,140000000,138000000,138003020,276003020,136003020,0,3,0,0,194
Trumbo,0,0,2010-2019,124,8235661,Drama,BioPic & True Story,Bleecker Street,74,750,60,Jay Roach,"Bryan Cranston, Diane Lane, Helen Mirren, Elle Fanning, Louis C. K., John Goodman, Michael Stuhlbarg, David James Elliott",11/6/2015,150000000,78577410,133001810,211579220,61579220,0,3,0,0,209
Enough Said,0,0,2010-2019,93,25288872,"Dramedy, RomCom",,Searchlight Pictures,95,700,78,Nicole Holofcener,"Julia Louis-Dreyfus, Catherine Keener, James Gandolfini, Toni Collette, Ben Falcone, Amy Landecker, Michaela Watkins, Kathleen Rose Perkins",9/18/2013,80000000,175508720,256214490,431723210,351723210,0,3,0,0,243
Guardians of the Galaxy,0,0,2010-2019,121,772776600,Comic Book,,Marvel,91,800,76,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Josh Brolin",7/31/2014,1700000000,3337141120,7708823950,11045965070,9345965070,0,3,0,0,247
Milk,1,0,2000-2009,129,54586584,Drama,LGBTQ+,Focus Features,93,750,84,Gus Van Sant,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare",11/26/2008,200000000,318412990,572933710,891346700,691346700,0,3,1,1,252
Poolhall Junkies,0,0,2000-2009,99,,"Drama, Sports",,Samuel Goldwyn Films,33,690,36,Mars Callahan,"Ricky Schroder, Chazz Palminteri, Rod Steiger, Michael Rosenbaum, Mars Callahan, Alison Eastwood, Christopher Walken",2/28/2003,40000000,5637110,5637110,11274220,-28725780,0,3,0,0,138
Courage Under Fire,0,0,1990-1999,117,100860818,Drama,War,20th Century Studios,85,660,77,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Matt Damon, Michael Moriarty, Michole Briana White, Bronson Pinchot, Amy Hathaway",7/12/1996,460000000,590033840,1008331450,1598365290,1138365290,0,3,0,0,228
American Made,0,0,2010-2019,115,133511855,Crime,Action Comedy,"Universal Pictures, Imagine Entertainment",86,720,65,Doug Liman,"Nancy Reagan, Tom Cruise, Sarah Wright, Domhnall Gleeson, Alejandro Edda, Jesse Plemons, Connor Trinneer, Mauricio Mejía",8/23/2017,500000000,513420000,1355692120,1869112120,1369112120,0,3,0,0,223
The Invisible Man,0,0,1930-1939,71,,Horror,Monsters & Creatures,Universal Pictures,94,770,87,James Whale,"Claude Rains, Gloria Stuart, William Harrigan, Henry Travers, Una O'Connor, Forrester Harvey, Holmes Herbert, E. E. Clive",2/26/2020,70000000,649140500,1390119650,2039260150,1969260150,0,3,0,0,258
Forrest Gump,2,2,1990-1999,142,677387716,"Drama, Romance",Romantic Drama,Paramount Pictures,71,880,82,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, Sally Field, Michael Conner Humphreys, Hanna Hall, Haley Joel Osment",7/6/1994,550000000,3301511380,6798351370,10099862750,9549862750,0,3,0,4,241
Vicky Cristina Barcelona,0,2,2000-2009,96,96408652,"Dramedy, RomCom","Erotic Romance, Romantic Drama",MGM Studios,81,710,70,Woody Allen,"Scarlett Johansson, Rebecca Hall, Javier Bardem, Penélope Cruz, Christopher Evan Welch, Chris Messina, Patricia Clarkson, Kevin Dunn",8/15/2008,160000000,232167090,1045048170,1277215260,1117215260,0,3,2,2,222
Flightplan,0,0,2000-2009,98,223387299,"Mystery, Thriller",Psychological Thriller,"Disney, Buena Vista Pictures, Imagine Entertainment",37,630,53,Robert Schwentke,"Jodie Foster, Peter Sarsgaard, Erika Christensen, Kate Beahan, Greta Scacchi, Judith Scott, Sean Bean, Michael Irby",9/23/2005,550000000,897069880,2143929040,3040998920,2490998920,0,3,0,0,153
Mandy,0,0,2010-2019,122,1214525,"Horror, Action, Thriller","Slasher & Shock/Gore, Horror Thriller, Action Thriller",RLJ Entertainment,90,660,81,Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy, Olwen Fouéré, Richard Brake, Bill Duke, Line Pillet",9/14/2018,60000000,12336940,14742240,27079180,-32920820,0,3,0,0,237
Home Alone 2: Lost in New York,0,0,1990-1999,120,358994850,Comedy,"Family Comedy, Christmas, Sequel",20th Century Studios,33,680,,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard, Devin Ratray, Hillary Wolf, Maureen Elisabeth Shay",11/20/1992,200000000,1735855160,3589948500,5325803660,5125803660,0,3,0,0,
The Missing,0,0,2000-2009,135,38364277,"Western, Thriller",Action Thriller,"Sony Pictures, Imagine Entertainment",58,650,55,Ron Howard,"Cate Blanchett, Tommy Lee Jones, Evan Rachel Wood, Jenna Boyd, Aaron Eckhart, Val Kilmer, Eric Schweig, Steve Reevis",11/26/2003,650000000,269003360,382534330,651537690,1537690,0,3,2,0,178
Selma,1,1,2010-2019,127,66787908,Drama,BioPic & True Story,Paramount Pictures,99,750,81,Ava DuVernay,"David Oyelowo, Tom Wilkinson, Carmen Ejogo, Tim Roth, Oprah Winfrey, Giovanni Ribisi, Alessandro Nivola, Cuba Gooding Jr.",1/9/2015,200000000,520769080,666709980,1187479060,987479060,0,3,0,2,255
On the Basis of Sex,0,0,2010-2019,120,38673750,Drama,BioPic & True Story,Focus Features,73,700,59,Mimi Leder,"Felicity Jones, Armie Hammer, Justin Theroux, Sam Waterston, Kathy Bates, Cailee Spaeny, Callum Shoniker, Jack Reynor",11/23/2018,200000000,247048370,387808880,634857250,434857250,0,3,0,0,202
The Deer Hunter,2,1,1970-1979,184,50000000,Drama,War,Universal Pictures,93,810,86,Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep, George Dzundza, Rutanya Alda, Pierre Segui",12/8/1978,150000000,500000000,500651190,1000651190,850651190,0,3,0,3,260
Sunshine Cleaning,0,0,2000-2009,102,16174377,Dramedy,Family Dynamics,Overture Films,74,680,61,Christine Jeffs,"Amy Adams, Emily Blunt, Steve Zahn, Alan Arkin, Clifton Collins Jr., Eric Christian Olsen, Kevin Chapman, Jason Spevack",3/13/2009,50000000,120625580,173293370,293918950,243918950,0,3,0,0,203
Iron Man,0,0,2000-2009,126,585174222,Comic Book,,Marvel,94,790,79,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Bill Smitrovich, Paul Bettany, Jon Favreau",5/2/2008,1860000000,3186041260,5851715470,9037756730,7177756730,0,3,0,0,252
Les Misérables,1,2,2010-2019,158,441809770,Musical,BioPic & True Story,"Universal Pictures, Working Title, Relativity Media",69,760,63,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Eddie Redmayne, Helena Bonham Carter, Sacha Baron Cohen, Aaron Tveit",12/19/2012,650000000,1492601400,4352924520,5845525920,5195525920,0,3,0,3,208
The Green Knight,0,0,2020-2029,125,,"Fantasy, Drama, Adventure",Sword & Sandal,"A24, BRON",,,,David Lowery,"Dev Patel, Alicia Vikander, Joel Edgerton, Sarita Choudhury, Sean Harris, Kate Dickie, Barry Keoghan, Erin Kellyman",7/30/2021,150000000,171733210,200224910,371958120,221958120,0,3,0,0,
"You, Me and Dupree",0,0,2000-2009,108,130431368,Dramedy,Buddies & Screwballs,Universal Pictures,20,560,46,Anthony Russo & Joe Russo,"Kate Hudson, Michael Douglas, Matt Dillon, Owen Wilson, Seth Rogen, Amanda Detmer, Bill Hader, Todd Stashwick",7/14/2006,540000000,758020100,1304020100,2062040200,1522040200,0,3,0,0,122
Law Abiding Citizen,0,0,2000-2009,109,126690726,Crime,Assassins/Hitmen & Gunslingers,Overture Films,26,740,34,F. Gary Gray,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill, Leslie Bibb, Michael Irby, Gregory Itzin, Regina Hall",10/16/2009,530000000,733577270,1311597810,2045175080,1515175080,0,3,0,0,134
Old Man and the Gun,0,0,2010-2019,93,11277120,Dramedy,Heist,Searchlight Pictures,93,670,80,David Lowery,"Robert Redford, Sissy Spacek, Casey Affleck, Danny Glover, Tom Waits, Tika Sumpter, Ari Elizabeth Johnson, Teagan Johnson",9/28/2018,158000000,112771200,169556730,282327930,124327930,0,3,0,0,240
World Trade Center,0,0,2000-2009,128,163247198,Drama,Police & Detectives,Paramount Pictures,67,590,66,Oliver Stone,"Nicolas Cage, Maria Bello, Maggie Gyllenhaal, Michael Peña, Jay Hernandez, Danny Nucci, Michael Shannon, Dorothy Lyman",8/9/2006,650000000,702788930,1632956540,2335745470,1685745470,0,3,5,0,192
Rogue One: A Star Wars Story,0,0,2010-2019,133,1056057273,Sci-Fi,"Space, Prequel",Lucasfilm,84,780,65,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen, Ben Mendelsohn, Guy Henry, Forest Whitaker",12/14/2016,2802000000,5335399910,10550835960,15886235870,13084235870,0,3,0,0,227
Jack Reacher: Never Go Back,0,0,2010-2019,118,162146076,Action,"Spy & Secret Agents/Espionage, Sequel","Paramount Pictures, Skydance",37,610,47,Edward Zwick,"Tom Cruise, Cobie Smulders, Danika Yarosh, Aldis Hodge, Patrick Heusinger, Madalyn Horcher, Jessica Stroup, Holt McCallany",10/20/2016,600000000,586970760,1599464890,2186435650,1586435650,0,3,0,0,145
Joe,0,0,2010-2019,118,2365467,"Crime, Thriller","Coming-of-Age, Crime Thriller",Roadside Attractions,85,690,74,David Gordon Green,"Nicolas Cage, Tye Sheridan, Ronnie Gene Blevins, Sue Rock, Heather Kafka, Robert Johnson, Gary Poulter, Adriene Mishler",4/11/2014,40000000,3733750,3733750,7467500,-32532500,0,3,0,0,228
Inkheart,0,0,2000-2009,106,62803180,Fantasy,Kids & Family,Warner Bros,38,610,49,Iaian Softley,"Brendan Fraser, Sienna Guillory, Andy Serkis, Eliza Bennett, Paul Bettany, Jim Broadbent, Helen Mirren, Matt King",1/23/2009,600000000,173034240,666559380,839593620,239593620,0,3,0,0,148
First Man,0,0,2010-2019,141,100546153,Drama,BioPic & True Story,Universal Pictures,87,730,84,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Corey Stoll, Patrick Fugit, Christopher Abbott, Ciarán Hinds",10/10/2018,600000000,449365450,1055237370,1504602820,904602820,0,3,2,0,244
Black Panther,1,1,2010-2019,134,1346739107,Comic Book,,Marvel,96,730,88,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke",2/13/2018,2000000000,7000595660,13341570820,20342166480,18342166480,0,3,0,2,257
Guardians of the Galaxy Vol. 2,0,0,2010-2019,137,863756051,Comic Book,Sequel,Marvel,85,760,67,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff",4/28/2017,2000000000,3898131010,8690879630,12589010640,10589010640,0,3,0,0,228
Sausage Party,0,0,2010-2019,89,140705322,Comedy,Adult Animation,Annapurna Pictures,82,610,66,Greg Tiernan,"Seth Rogen, Kristen Wiig, Jonah Hill, Bill Hader, Michael Cera, James Franco, Danny McBride, Craig Robinson",8/10/2016,190000000,976703580,1413442550,2390146130,2200146130,0,3,0,0,209
U.S. Marshalls,0,0,1990-1999,131,102367405,"Action, Thriller",Action Thriller,Warner Bros,25,660,47,Stuart Baird,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano, Daniel Roebuck, Tom Wood, LaTanya Richardson Jackson, Irène Jacob",3/6/1998,600000000,578336030,578336030,1156672060,556672060,0,3,0,0,138
Collateral,0,0,2000-2009,120,217764291,"Crime, Thriller",Crime Thriller,DreamWorks Pictures,86,750,71,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg, Bruce McGill, Irma P. Hall, Barry Shabaka Henley",8/6/2004,600000000,1001701520,2176029670,3177731190,2577731190,0,3,0,0,232
Monsters University,0,0,2010-2019,104,743559607,Animation,"Kids & Family, Prequel",Disney,80,730,65,Dan Scanlon,"Billy Crystal, John Goodman, Helen Mirren, Steve Buscemi, Peter Sohn, Joel Murray, Aubrey Plaza, Sean Hayes",6/21/2013,2000000000,2684883290,7434558100,10119441390,8119441390,0,3,0,0,218
Kangaroo Jack,0,0,2000-2009,89,,Comedy,Kids & Family,"Warner Bros, Jerry Bruckheimer Films",8,440,16,David McNally,"Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken, Michael Shannon, Marton Csokas, Dyan Cannon, Frank Welker",1/17/2003,600000000,667232160,905585820,1572817980,972817980,0,3,0,0,68
Ghost Rider: Spirit of Vengeance,0,0,2010-2019,95,132563930,Comic Book,Sequel,Marvel,18,430,34,Mark Neveldine,"Nicolas Cage, Ciarán Hinds, Violante Placido, Johnny Whitworth, Christopher Lambert, Idris Elba, Vincent Regan, Anthony Stewart Head",2/17/2012,570000000,517740020,1492173550,2009913570,1439913570,0,3,0,0,95
Days of Thunder,0,0,1990-1999,107,157920733,"Action, Sports",,Paramount Pictures,38,600,60,Tony Scott,"Tom Cruise, Robert Duvall, Nicole Kidman, Randy Quaid, Cary Elwes, Fred Dalton Thompson, John C. Reilly, J. C. Quinn",6/27/1990,600000000,826707330,1576707330,2403414660,1803414660,0,3,0,0,158
Fast and Furious Presents: Hobbs and Shaw,0,0,2010-2019,137,760098996,Action,"Fast Cars & Getaways, Spin-off","Universal Pictures, Seven Bucks Productions",67,640,60,David Leitch,"Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby, Helen Mirren, Eiza González, Eddie Marsan, Eliana Su'a",7/31/2019,2000000000,1739569350,7607329260,9346898610,7346898610,0,3,0,0,191
Red Tails,0,0,2010-2019,125,50365377,Action,War,Lucasfilm,40,590,46,Anthony Hemingway,"Bryan Cranston, David Oyelowo, Cuba Gooding Jr., Daniela Ruah, Terrence Howard, Andre Royo, Robert Kazinsky, Lee Tergesen",1/20/2012,580000000,498763770,503654980,1002418750,422418750,0,3,0,0,145
Jack Ryan: Shadow Recruit,0,0,2010-2019,105,135511030,Action,Spy & Secret Agents/Espionage,"Paramount Pictures, Skydance",54,620,57,Kenneth Branagh,"Chris Pine, Keira Knightley, Kevin Costner, Kenneth Branagh, Lenn Kudrjawizki, Colm Feore, Gemma Chan, Alec Utgoff",1/17/2014,600000000,505774120,1313774120,1819548240,1219548240,0,3,0,0,173
Leatherheads,0,0,2000-2009,114,41299492,"Comedy, Sports",,Universal Pictures,51,600,56,George Clooney,"George Clooney, Renée Zellweger, John Krasinski, Wayne Duvall, Stephen Root, Jonathan Pryce, Jack Thompson, Max Casella",4/4/2008,580000000,313739380,413486280,727225660,147225660,0,3,1,0,167
Alien Resurrection,0,0,1990-1999,109,162000000,Sci-Fi,"Alien Invasion, Sequel",20th Century Studios,55,620,63,Jean-Pierre Jeunet,"Sigourney Weaver, Winona Ryder, Brad Dourif, Ron Perlman, Michael Wincott, Gary Dourdan, Dan Hedaya, Dominique Pinon",11/26/1997,600000000,478028660,1607078480,2085107140,1485107140,0,3,0,0,180
The Shining,0,0,1980-1989,144,44781695,Horror,Psychological Horror,Warner Bros,85,840,66,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Scatman Crothers, Danny Lloyd, Barry Nelson, Joe Turkel, Anne Jackson, Barry Dennen",5/23/1980,190000000,450528980,462234370,912763350,722763350,0,3,1,0,235
Astro Boy,0,0,2000-2009,94,19551067,Animation,Kids & Family,Summit Entertainment,50,630,53,David Bowers,"Nicolas Cage, Madeline Carroll, Freddie Highmore, Kristen Bell, Donald Sutherland, Bill Nighy, Eugene Levy, Sterling Beaumon",10/23/2009,650000000,195510670,416362430,611873100,-38126900,0,3,0,0,166
Valentine's Day,0,0,2010-2019,125,216485654,RomCom,,Warner Bros,18,570,34,Gary Marshall,"Jessica Alba, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Héctor Elizondo, Jamie Foxx, Jennifer Garner",2/12/2010,520000000,1104856540,2175693280,3280549820,2760549820,0,3,0,0,109
Kill the Messenger,0,0,2010-2019,112,5218973,Crime,"BioPic & True Story, Journalism",Focus Features,77,690,60,Michael Cuesta,"Jeremy Renner, Mary Elizabeth Winstead, Michael Sheen, Ray Liotta, Robert Patrick, Andy García, Paz Vega, Michael Kenneth Williams",10/10/2014,50000000,24508460,66567050,91075510,41075510,0,3,0,0,206
Big Fish,0,0,2000-2009,125,123218424,Fantasy,Family Dynamics,Sony Pictures,75,800,58,Tim Burton,"Ewan McGregor, Albert Finney, Alison Lohman, Jessica Lange, Helena Bonham Carter, Billy Crudup, Marion Cotillard, Danny DeVito",12/10/2003,700000000,664328670,1239543230,1903871900,1203871900,0,3,0,0,213
Home Again,0,0,2010-2019,97,27020284,"Dramedy, RomCom",,Open Road Films,32,580,41,Hallie Meyers-Shyer,"Reese Witherspoon, Pico Alexander, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Lake Bell, Lola Flanery",9/8/2017,150000000,270202840,373368740,643571580,493571580,0,3,0,0,131
The Siege,0,0,1990-1999,116,116672912,"Action, Thriller",Action Thriller,20th Century Studios,44,640,53,Edward Zwick,"Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub, Sami Bouajila, Aasif Mandvi, Mark Valley, Jack Gwaltney",11/6/1998,700000000,409341750,1166257980,1575599730,875599730,0,3,0,0,161
Your Highness,0,0,2010-2019,102,26121638,Comedy,Stoner Flick,Universal Pictures,27,550,31,David Gordon Green,"Danny McBride, James Franco, Natalie Portman, Zooey Deschanel, Justin Theroux, Toby Jones, Damian Lewis, Rasmus Hardiker",4/8/2011,500000000,215964450,261216380,477180830,-22819170,0,3,0,0,113
Syriana,0,0,2000-2009,128,93974620,"Drama, Thriller",Political,Warner Bros,73,690,76,Stephen Gaghan,"George Clooney, Matt Damon, Jeffrey Wright, Chris Cooper, Amanda Peet, William Hurt, Christopher Plummer, Alexander Siddig",11/23/2005,500000000,508246200,926909590,1435155790,935155790,0,3,0,0,218
The Bad Guys,0,0,2020-2029,100,248000000,Animation,"Family Comedy, Heist","Universal Pictures, DreamWorks Pictures, DreamWorks Animation",,,,Pierre Perifel,"Sam Rockwell, Marc Maron, Awkwafina, Craig Robinson, Anthony Ramos, Richard Ayoade, Zazie Beetz, Alex Borstein",3/17/2022,700000000,974592400,2509016490,3483608890,2783608890,0,3,0,0,
The Personal History of David Copperfield,0,0,2020-2029,119,11620337,Dramedy,BioPic & True Story,Searchlight Pictures,93,630,75,Armando Iannucci,"Dev Patel, Peter Capaldi, Ben Whishaw, Tilda Swinton, Gwendoline Christie, Hugh Laurie, Anthony Welsh, Aneurin Barnard",1/24/2020,156000000,18762980,146306540,165069520,9069520,0,3,0,0,231
The Man With the Iron Fists,0,0,2010-2019,96,15608545,Action,Sword & Sandal,Universal Pictures,51,540,51,RZA,"RZA, Russell Crowe, Lucy Liu, Jamie Chung, Zhu Zhu, Dave Bautista, Cung Le, Rick Yune",11/2/2012,150000000,156340900,220189880,376530780,226530780,0,3,0,0,156
Vanilla Sky,0,0,2000-2009,136,203388341,"Sci-Fi, Thriller",Sci-Fi Thriller,Paramount Pictures,42,690,45,Cameron Crowe,"Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell, Jason Lee, Noah Taylor, Timothy Spall, Tilda Swinton",12/14/2001,700000000,1006148580,2027266050,3033414630,2333414630,0,3,0,0,156
